CODID,SMILE,bgs
1505879,[Si](O[C@]1(OC)[C@@H](N([C@@H]1CCC(=O)OC)C(=O)c1ccccc1)c1ccccc1)(C)(C)C.[Si](O[C@@]1(OC)[C@H](N([C@H]1CCC(=O)OC)C(=O)c1ccccc1)c1ccccc1)(C)(C)C,3.73
2103892,O=C(NC(=O)NCC)CCC(C)C,4.36
4105178,C(=O)([C@H](O)[C@H](C(=O)[O-])O)[O-].[Ca+2],0.0
4023009,[P@]([BH3])(N(C)[C@H](C)[C@@H](O)c1ccccc1)(c1c(OC)cccc1OC)c1ccccc1,3.49
1504985,FC(F)(c1n(c[nH+]c1)C)C(F)(F)C(F)(F)C(F)(F)F.N(=O)(=O)[O-],2.82
1507537,c1ccc2c3c1cccc3SS(S2)=O,1.87
7001850,Brc1cn(nc1)c1nc(n2ncc(Br)c2)ccc1,3.13
4028505,C1(=O)c2cc3ccccc3n2c2ccccc2[C@@]2(C)N1[C@@H](CO2)c1ccccc1,3.03
4117743,c1c2c(ccc1C1=C[C@H](O[C@H](C1)c1ccccc1)C)cccc2,2.8
1511901,S(=O)(=O)(N1CC2=Cc3ccccc3C[C@@]2([C@@H]1c1ccccc1)C(=O)OC(C)(C)C)c1ccc(cc1)C,3.3
2204577,c1cccnc1.Oc1ccc(cc1)O,2.7
4065442,[cH]12[c]3([c]45[cH]6[cH]7[cH]8[cH]4[Fe]49%10%115678[cH]5[cH]%11[cH]%10[cH]9[cH]45)[cH]4[cH]5[cH]1[Fe]16782345[cH]2[cH]8[cH]7[cH]6[cH]12,2.52
7110128,Fc1cc2c3cc(OC)ccc3C(=O)Oc2cc1,2.85
4072475,[Ta]12(Cl)(Cl)(Cl)([O](C)CC[O]1C)C(=C2[Si](C(C)C)(C(C)C)C(C)C)C,2.19
4025734,C1(=O)c2c(c3ccccc3cc2)c2c(ccc3c2cccc3)N1c1ccc(cc1)OC,2.22
2003186,O=C(N[C@H](C(=O)N)C)CNC(=O)C,4.56
2237704,n1(nc(cc1)c1ccc(cc1)OC)/C(=C/C=O)c1ccc(cc1)OC,2.13
4082103,N#Cc1ccccc1/N=C(C)/C=C(\Nc1ccc(cc1)C#N)C,2.3
4023739,C1#Cc2ccc(cc2)C#CSCCCCCSC#Cc2ccc(cc2)C#CSCCCCCS1,2.62
2004246,Clc1cccc2c1[C@]1([C@H]3c4ccccc4[C@@H]2[C@@]13C(=O)OC)C(=O)OC.Clc1cccc2c1[C@@]1([C@@H]3c4ccccc4[C@H]2[C@]13C(=O)OC)C(=O)OC,3.79
2213008,C1(=O)c2ccccc2[C@@H](N(C)C)O1,2.92
2216467,n1(nc(cc1C)C)CNc1ncccc1,3.44
2008363,[Te](Cl)(Cl)(C#Cc1ccccc1)CCCC,3.2
1503668,O1[C@H]2C[C@H]3C4=C(CC[C@@]3([C@@]35O[C@H]5[C@@H]5O[C@@]5([C@]5(OC5)[C@]123)C(C)C)C)C(=O)OC4,4.21
7103193,N#C[Ag][NH3],2.41
4513964,C(CCN1C(=O)c2c3c(C1=O)ccc1C(=O)N(CCC[n+]4ccn(C)c4)C(=O)c(c31)cc2)[n+]1ccn(C)c1.N(=O)(=O)c1cc(N(=O)=O)cc(N(=O)=O)c1[O-].N(=O)(=O)c1cc(N(=O)=O)cc(N(=O)=O)c1[O-],1.19
1512054,Brc1ccc([C@H](N(O)Cc2ccccc2)C#N)cc1,3.43
1513587,c1(cc(cc(c1)Br)Br)O,3.75
2010722,[C@]12(C(=C[C@H]([C@@H]1[C@H]2C(=O)OC)OC(=O)C(C)(C)C)COC(=O)C(C)(C)C)C(=O)O,4.33
2234822,C1(=O)C(=C(C(=O)N1)c1ccc(cc1)OC)c1ccc(cc1)OC,1.64
4029527,S(=O)(=O)(N1CCCN(c2c1cccc2)C)c1ccc(cc1)C,2.9
2010683,O=C(c1ccc(Br)cc1)c1ccc(Br)cc1,2.72
7010759,C(C)(C)(C)[Si](Cl)(Cl)[Si](C(C)(C)C)(Cl)Cl,4.49
7111135,[Na]123([N](C)(C)CC[N]1(C)CC[N]2(C)C)[NH](C(=C)c1ccccc1)[Na]12([N](C)(C)CC[N]1(C)CC[N]2(C)C)[NH]3C(=C)c1ccccc1,1.98
2006698,n1c(c2cc(ccn2)N(=O)=O)cc(cc1)N(=O)=O,2.27
2223579,S(C)c1nccc(n1)c1cccnc1,2.5
2229717,S=C(c1ccccc1)SCCSC(=S)c1ccccc1,1.86
2205134,[nH]1c(nc(c1C[NH2+][C@H](C(=O)[O-])C)C[NH2+][C@H](C(=O)[O-])C)C.CC(=O)O.O,4.25
4508106,c1(cc(cc(c1)C(=O)O)C(=O)O)C(=O)O[Mg]([OH2])(OC(c1cc(cc(c1)C(=O)O)C(=O)O)=O)([OH2])([OH2])[OH2],2.81
4020537,I(=O)(OC(=O)C)(OC(=O)C)c1cc(C(OC)=O)ccc1,3.3
8102357,S(c1c(N)cccc1)c1c(N)cccc1,3.24
4022722,S(=O)(N[C@@H](c1c(O)cccc1)c1ccccc1)C(C)(C)C,3.76
7206829,N[C@H](C(=O)Nc1ccc(cc1)NC(=O)[C@@H](N)C(C)C)C(C)C,3.16
4026036,C1(=O)C[C@H]([C@H](CC)N1)O.C1(=O)C[C@@H]([C@@H](CC)N1)O,4.78
7102596,c12cccc(n1)N=c1[nH]c(=Nc3cccc(N=c4c5c(ccc(O)c5c([nH]4)=N2)O)n3)c2c1c(ccc2O)O,1.62
4512999,[O-]C(=O)C[NH3+],5.16
2200694,o1cc(c2c1cccc2)C1(O)C(=O)N(c2ccccc12)C(=O)C,2.68
7153335,Fc1ccc(C(=O)c2n3c4c(cccc4)ccc3cc2)cc1,2.18
7107490,O=C(OC[C@@H]1CO[C@]2(OC(=O)C[C@@H]12)CC(=O)C)c1ccccc1,3.32
4023290,[Fe]12345678([c]9([cH]1[cH]2[cH]3[cH]49)CCCCN1C(=O)NC(=O)C=C1)[cH]1[cH]5[cH]6[cH]7[cH]81,1.92
2210515,[C@@H](c1[nH]c2c([nH+]1)cccc2)(O)[C@H](c1[nH]c2ccccc2[nH+]1)O.N(=O)(=O)[O-].N(=O)(=O)[O-],2.41
2017147,[O-]C(=O)[C@@H]([NH3+])Cc1ccccc1.O=C([O-])[C@H]([NH3+])[C@H](CC)C,4.16
7206209,O=C([O-])[C@@](OC)(C)c1cccc2ccccc12.[NH3+][C@H](C)c1ccccc1,3.05
4029016,s1c(c(c(c1N(C)C)C(=O)c1ccccc1)C#N)C#N,2.11
7006484,c1(c2nc(c3nc(c4nnc(c(n4)CC)CC)ccc3)ccc2)nnc(c(n1)CC)CC,2.29
4312662,O=N(=O)C(=CNc1c(cc(cc1C)C)C)/C=N/c1c(cc(cc1C)C)C,1.97
7212024,ClC(Cl)(Cl)CCl,4.6
4073845,[Pt](Cl)(Cl)(C#[N]c1c(cccc1C)C)C#[N]c1c(cccc1C)C,3.27
7219113,C(=O)(C[N+](C)(C)C)[O-],5.19
7152190,Brc1ccc(cc1)[C@@H](n1cccc1C#N)C(=C)C(=O)C,2.87
1513517,O=C1[C@H](OC)[C@@H](OC)[C@H](O)c2oc3ccccc3c12,2.86
2218368,NC(=O)c1n[nH]cn1,3.87
4071716,[Ni]123456(C7[C@H](C[CH]2=[CH]17)c1ccccc1c1ccccc1)[cH]1[cH]3[cH]4[cH]5[cH]61,2.15
2008651,O1C(OC[C@@H]1[C@H]1OC(O[C@@H]1[C@@H]1OC(OC1)(C)C)(C)C)(C)C,5.08
2236475,c1(ccc(cc1)OCC)C(=O)NN,3.35
4024561,O1C(=O)[C@@](O)([C@@H](O)C1)C12CC3CC(C1)CC(C2)C3.O1C(=O)[C@](O)([C@H](O)C1)C12CC3CC(C1)CC(C2)C3,4.35
4025040,C1(/C(=Cc2ccccc2O1)COCC)=N\c1ccc(C)cc1,2.75
7150930,s1cccc1c1c(c(O)c(c(c1)C)C)C(=O)OC,2.9
4031850,c12ccccc1c1c([nH]c(c1)C(=c1cccn1)c1ccccc1)s2,1.54
4022058,n1ccc(cc1)C#CC#C,3.13
4030001,C1(=O)[C@@H](CC=CC[C@H]([C@@H](c2ccc(cc2)OC)O1)C(C)C)C(C)C,4.03
2300242,CC(=O)Nc1ccc(cc1)O,3.38
2212387,Brc1cc2N3CN(Cc2cc1C)c1cc(Br)c(cc1C3)C,3.2
2220517,BrC12CC3CC(C2)CC(C1)C3,4.94
7002247,C(=O)(N/N=C(c1ccccc1)/C(=N/NC(=O)c1ccccc1)c1ccccc1)c1ccccc1,2.76
2238039,S=C(n1c2ccccc2c2c1cccc2)SSC(=S)n1c2ccccc2c2c1cccc2,1.89
7222404,s1c2c(nc1c1csc3c1cccc3)cccc2,2.42
4113021,N(=N(NC1CCCCC1)=O)OC,3.45
2005729,CN(C(=O)N(C)C)C,4.73
7101001,O1[C@@H](C(=C(C[C@H]1c1ccccc1)O)C(=O)OC)c1ccccc1.O1[C@H](C(=C(C[C@@H]1c1ccccc1)O)C(=O)OC)c1ccccc1,3.69
4027847,[C@H]1([C@@H]2C[C@H](CC1)C2(C)C)OC(=O)c1cc(ccc1)N(=O)=O,2.42
2103430,O[C@@H]1[C@H](CCCCCC1)C(=O)N.O[C@H]1[C@@H](CCCCCC1)C(=O)N,4.96
2238950,N#Cc1cc(Br)cc(c1)C#N,3.18
4024731,[C@H]1(C(=CC[C@@H](C1)[C@H](CO)C)C)O,4.97
4503095,[BH2]1[n]2cc(C#C)cn2[BH2][n]2cc(C#C)cn12,4.33
4513665,[se]1nc2c(ccc(c3c4c(cccc4)ccc3)c2n1)c1c2ccccc2ccc1,1.85
4022085,O1C2=C(C(c3c(OC)cccc3)CC1=O)C=CC=CC2,3.18
2104786,[C@@H](C(=O)[O-])(C)[NH3+],5.25
2201391,c1(ccc(cc1N)N(=O)=O)C(=O)[O-].C([NH3+])C[NH3+].O.c1(c(cc(cc1)N(=O)=O)N)C(=O)[O-].O,1.61
4025145,O=C1c2ccccc2[C@@H](O)[C@@H](C1)C(=O)c1c(OCC)cccc1.O=C1c2ccccc2[C@H](O)[C@H](C1)C(=O)c1c(OCC)cccc1,2.46
2219148,O=N(c1ccc(C[C@H]([NH3+])C(=O)[O-])cc1)=O.O,2.6
2209652,N(Cc1cc(ccc1O)C)(C)Cc1cc(ccc1O)C,3.54
1508845,O=c1oc(cc2O[C@@]3(OCCC[C@@H]3Cc12)C)C.O=c1oc(cc2O[C@]3(OCCC[C@H]3Cc12)C)C,3.43
2240046,c1(nnc(c2c(cccc2)Cl)nn1)c1c(cccc1)Cl,1.32
2228422,O/C(=C1\C(=O)N(CC1=O)C(C)C)c1ccc(OCC)cc1,2.39
2218109,O=C(c1ccccc1)Oc1ccccc1/C=N/N=C/c1ccccc1OC(=O)c1ccccc1,2.42
2222109,Cc1ccc(cc1)/C=N/OCCO/N=C/c1ccc(cc1)C,3.15
4067490,[Mo]1234(Br)(=C5N(C=CN5C)C)([cH]5[cH]4[cH]3[cH]2[cH]15)(C#[O])C#[O],1.96
2238715,CCCCCCOc1ccc(cc1)OCCCCCC,3.35
2211197,S(c1c(oc2c1cc(cc2)c1ccccc1)c1ccccc1)C,2.72
2300238,CC(=O)Nc1ccc(cc1)O,3.59
4023693,[Fe]123(C[CH]1=[CH]2[C@@H](c1cc(c(cc1)C(=O)OC)C(=O)OC)[C@@H]3C(=O)OC)(C#[O])(C#[O])C#[O].[Fe]123(C[CH]1=[CH]2[C@H](c1cc(c(cc1)C(=O)OC)C(=O)OC)[C@H]3C(=O)OC)(C#[O])(C#[O])C#[O],3.36
4113573,BrC(=C\c1ccc2OCOc2c1)/C(=O)OC,2.34
1505593,s1c(c(c(c1C(=O)C)C)C(C)=O)NCC,1.93
4507998,C(=O)(CCC(=O)O)O,5.16
4501021,c1cc(cc2c1ccc(=O)o2)OCC=C,2.42
7115598,O=C(Nc1ncccc1)Nc1ccccc1N(=O)=O,1.88
1542725,Br[C@@H]1[C@H](N(S(=O)(=O)c2ccc(cc2)C)C(=O)OC1)c1ccccc1,4.13
7151616,c1(c(cc(cc1F)C#N)F)C=O,2.32
2204873,N(=C\c1c(O)c(OC)ccc1)/Nc1c(N(=O)=O)cc(N(=O)=O)cc1.N(C=O)(C)C,1.67
4107245,[C@]1(C(=O)OC(C)(C)C)(c2ccccc2)[C@@H](C)[C@]1(C)COC(=O)c1ccc(Br)cc1,3.41
4507670,O1CC[NH2+]CC1.O=C(O)/C=C\C(=O)[O-],2.94
4506074,n1cc(ccc1)C(=O)Nc1ncccc1.C(=O)(O)CCC(=O)O,3.04
1502527,Clc1cc2[C@](c3cccn3C)(C(=O)N(c2cc1)C)O,2.83
2235554,OC(=O)c1c[nH+]ccc1.N(=O)(=O)[O-],1.72
2226673,c12c(c(=O)c(co2)C)cccc1,2.97
1505069,C1Oc2c(O1)cc1c(c2)OCO1,2.7
1518658,O=C1O[C@@H]2[C@]([C@@H](N1)c1ccccc1)(CCC2)C(=O)OCC,4.37
2213542,O=S(=O)(c1ccc(cc1)C)C,4.42
2238201,O=C1N/C(C(=C1C#N)C)=C\c1ccc(N(=O)=O)cc1,1.97
4030397,S(=O)(=O)(c1c2c(cccc2)ccc1Oc1ncccc1)c1ccc(cc1)C,3.16
7153365,C1(=O)OC2(C)CN(C(=O)C(F)(F)F)CCc3c4ccccc4n1c23,3.17
2237581,C(#N)c1c(c(c(C#N)c2c1NCCN2)F)F,1.83
4501018,o1c2cc(ccc2c(cc1=O)C)C,2.9
7154022,s1c(c(c(c1N(C)C)C(=O)c1ccccc1)C(=O)OC)C(=O)OC,2.1
2004501,OC(=O)c1cocc1,3.72
1504340,c1n(cc[n+]1C)CC#CCC.N#C[N-]C#N,3.7
2010425,O=C(c1ccccc1F)Oc1ccccc1,3.73
4021054,n1c(c(nc(c1c1ccc2[C@@H]3C([C@H](Cc2n1)C3)(C)C)c1ccc2[C@@H]3C([C@H](Cc2n1)C3)(C)C)c1ccc2[C@@H]3C([C@H](Cc2n1)C3)(C)C)c1ccc2[C@@H]3C([C@H](Cc2n1)C3)(C)C,2.81
2240986,[nH]1c(c(nc1N=N#N)C#N)C#N,2.89
2218675,c1(c2c(ccc1[C@@H]1[C@@H]3[C@H](CO1)[C@@H](c1ccc4c(c1OC)OCO4)OC3)OCO2)OC,3.62
7218172,O1C[C@@H](O)[C@H]2OC[C@@H]([C@@H]12)C(=O)O,4.63
4024499,S1[C@H](C(=O)NC(=O)NCc2ccccc2)[C@@H](c2ccc(Cl)cc2)C(=C1N)C#N.S1[C@@H](C(=O)NC(=O)NCc2ccccc2)[C@H](c2ccc(Cl)cc2)C(=C1N)C#N,2.81
4022845,Brc1cccc2C(C(=O)Nc12)(c1ccccc1)C(=O)N(OC)C,3.66
7200201,O=N(=O)c1ccc(n2nnc(c2)c2ccccc2)cc1,2.13
2206802,Cc1ccsc1C(=O)C(=O)c1sccc1C,1.73
4020348,Fc1c(F)c(F)c(F)c2c1c1ccc3ccccc3c1c1c3ccccc3ccc21,2.54
7152383,O1C(O[C@@H]2[C@@H]1[C@@H](O)[C@@H](NC(=O)OC(C)(C)C)CCC2=O)(C)C,3.93
1529856,Brc1ccc(n2c(nc(c3ccccc3)c2C(=O)c2ccccc2)c2ccc(cc2)C)cc1,2.42
2014035,O=C(N[C@@H](Cc1ccccc1)C(=O)[O-])[C@@H]([NH3+])[C@H](CC)C.O.O,4.09
4022057,n1c(cccc1)C#CC#C,3.1
1517981,O=C(N[C@@H](c1cc2ccccc2cc1)C)c1nc(ccc1)C(=O)OCc1ccccc1,2.61
1505567,O=C(c1ccccc1)C(C)(C(=O)C)C(=O)C,2.91
2011862,OC[C@H]1OCO[C@@H]([C@@H](O)[C@@H]1O)CO,5.55
1508843,N1(c2ccccc2)[C@]2(C)[C@@H](C(=O)OC)C[C@](CC)([C@H]1CC)C(=C2C)C,3.35
4100977,O=C(N1c2ccccc2C=Cc2ccccc12)N.OC(=O)c1c(OC(=O)C)cccc1,2.97
4506072,n1cc(ccc1)C(=O)Nc1ncccc1.C(=O)(O)CCCCCCCCC(=O)O,3.18
4020200,Brc1ccc(NN2C(=O)C=CC2=O)cc1,1.43
7118808,O(c1cccc2c1N1[C@]34N(CC[C@]23O)C[C@H]([C@@H](CC1=O)[C@H]4C(=O)OC)[C@H](O)C)C.O(c1cccc2c1N1[C@@]34N(CC[C@@]23O)C[C@@H]([C@H](CC1=O)[C@@H]4C(=O)OC)[C@@H](O)C)C,3.4
7106429,O[C@H](C#CC#C[C@@H](O)C)C,4.0
2203550,O=C(O)CNC=O,4.9
2001649,OC(=O)C[C@H](C(=O)O)Br,3.78
2234046,O=C(OC)C1(Nc2ccc(cc2C(=C1)C(=O)OC)C(=O)C)C,2.48
1504129,O=C1O[C@@H]2[C@@H](C(=C[C@H]1C=C2C(=O)OC)C(=O)OCC)c1ccc(OC)cc1.O=C1O[C@H]2[C@H](C(=C[C@@H]1C=C2C(=O)OC)C(=O)OCC)c1ccc(OC)cc1,2.78
4020408,S(SC(C)C)C(n1nnc2c1cccc2)n1nnc2c1cccc2,3.09
7154822,c12ccccc1C1(CC1)C(=N\S(=O)(=O)OCC)\N2,3.34
2240629,C(=O)(C(=O)O)[O-].C(=O)(O)C(=O)O.C[NH2+]C.C(=O)(C(=O)O)[O-].C[NH2+]C,2.45
4078685,C12C(=C(OC=C2)C)O[Zn]23([O]=1)[O]=C1C=COC(=C1[O]2[Zn]12([O]=C4C=COC(=C4O1)C)[O]=C1C(=C(OC=C1)C)[O]32)C.C(Cl)Cl.C(Cl)Cl,2.34
4076972,[Sn]12(Cl)(Cl)(c3c(cccc3C[O]2C)C[O]1C)c1ccccc1,4.13
2203664,ClCc1cccc(n1)c1cccc(n1)CCl,3.19
2015741,c1(ccc(cc1)n1nc(C)cc1N)C(=O)OCC,2.47
2203064,O[C@@H]([C@H]1C(=C)C1)C(=O)OC.O[C@H]([C@@H]1C(=C)C1)C(=O)OC,4.82
2236892,C1(=c2ccc(=C(c3ccc(OC(=O)C)cc3)c3nc(=C(c4ccc(C(=c5ccc1n5)c1ccc(OC(=O)C)cc1)[nH]4)c1ccc(OC(=O)C)cc1)cc3)[nH]2)c1ccc(cc1)OC(=O)C,1.61
4031932,C(=O)(CCl)N1CC2CN(CC(C1)C2(OCC)OCC)C(=O)CCl,4.52
7225632,C(=O)([C@@H]([C@H](C(=O)O)O)O)O.C(=O)(C[NH3+])[O-].C(=O)([C@H]([C@@H](C(=O)O)O)O)O.C(=O)(C[NH3+])[O-],3.69
4342493,Oc1ccccc1C(=O)NCCNC(=O)c1ccccc1O,3.06
4119494,BrC1=C[C@@]2(OC(=O)CC2)C(=O)c2ccccc12,2.48
2212248,Ic1c(I)c(I)ccc1,2.58
1507830,Brc1ccc(/C(=C\C#Cc2ccccc2)C(=O)NS(=O)(=O)c2ccc(cc2)C)cc1,2.83
2236257,O(c1ccc(cc1)C(=O)N/N=C/c1c(OC)cc(OC)cc1C(=O)OC)C,2.68
4062954,O=N(=O)CC1(C=C(OC(=C1)c1oc(cc1)C)c1oc(cc1)C)c1ccccc1,1.77
1504872,[Si](O[C@H]1CC[C@@]23[C@H]4OC(O[C@H]4[C@@H](C=C2)C[C@H]3C1)(C)C)(C(C)(C)C)(C)C,5.0
7219800,C(=N\c1cc(c(cc1)F)F)/c1c(c(ccc1)F)F,2.65
2236535,Brc1ccc2c(c1)C[C@@H](Br)[C@H]2O.Brc1ccc2c(c1)C[C@H](Br)[C@@H]2O,3.82
7000349,C(N=N#N)(=[NH2+])N.O=N([O-])=NN(=O)=O.O,3.25
1506635,s1c2c(sc3c2sc(C)c3)c(c1C)C1=C(c2c3sc4c(sc(c4)C)c3sc2C)C(F)(C(F)(F)C1(F)F)F,1.95
7008135,n1ccccc1c1ccc(nn1)c1ncccc1,2.39
2000830,O=C1C=C/C(=C/C(=C(/O)C)/C(=O)C)O1,2.27
4084666,[CH2]1=[C]2([C]3([Ru]45612([CH]1=[CH]4c2c([CH]6=[CH]5c4c1cccc4)cccc2)(C#[O])[CH2]=3)C)C,2.93
2005425,[Br-].[NH2+](C(C)C)C(C)C,4.88
4501134,N(C1=C(NCc2ncccc2)C(=O)C1=O)Cc1ncccc1,2.1
7150613,Brc1c2C=Cc3c(Br)ccc(cc1)c23,2.08
2241009,Clc1cc2c(=O)c(coc2cc1Cl)C=O,2.38
2002921,Oc1ccc2c(c1)ccc(c2)O.Nc1ccc(cc1)N,2.68
4030463,ClC(Cl)(Cl)COS(=O)(=O)N1C2(CC(CC1)c1ccccc1)CCCC2,3.92
4022962,O=N(=O)c1ccc(N=NN=C2N(c3ccccc3N2C)C)cc1.C(Cl)(Cl)Cl,1.57
4081091,c1(cc2ccccc2cc1)/N=C(\C)/C(=N/c1cc2ccccc2cc1)C,2.28
1543084,[Fe]12345678([cH]9[cH]4[cH]3[cH]2[cH]19)[cH]1[cH]5[cH]6[cH]7[c]81CC1(C(=O)OC(OC1=O)(C)C)CC#C,2.72
7217856,O=C([O-])[C@@H]([NH2+]C(C)C)C(C)C,5.01
2105026,COC(=O)C(=O)OC,3.15
2012015,OC1=CC(=O)C(=CC1=O)O.Oc1cc(O)c(cc1O)O,0.7140000000000001
2105154,O=C([O-])C(C)[NH3+],5.36
4066153,C/C(=N\c1c(cccc1C)C)N1C2N(C=C1)C(C)=[N](c1c(cccc1C)C)[Cu]13=2[I][Cu]23(=C3N(C=CN3/C(=N/c3c(cccc3C)C)C)C(C)=[N]2c2c(cccc2C)C)[I]1.C(Cl)Cl.C(Cl)Cl,1.51
1503287,O=C1N(C(=C2C=C[C@H](c3ccccc3)C[C@@]12C)c1ccc(cc1)C)c1ccc(OC)cc1.O=C1N(C(=C2C=C[C@@H](c3ccccc3)C[C@]12C)c1ccc(cc1)C)c1ccc(OC)cc1,2.61
2217066,c1n(cc[nH+]1)CCCCn1c[nH+]cc1.N(=O)(=O)[O-].N(=O)(=O)[O-],3.29
7152098,c1(c2c(cc(cc2)N(=O)=O)C)c2COc3c(cccc3)n2nc1C(=O)OCC,2.03
7152770,N1(C(=O)NC(=O)C=C1)[C@H]1[C@H](O)[C@@H](F)[C@H](O1)CO,3.53
4026481,o1c(nn(c1=O)C)c1ccccc1,2.82
4103002,[C@@H]1(C(=C)CC[C@@H]2[C@]3(CCCC([C@@H]3CC[C@]2(C1)C)(C)C)C)O,4.68
4505427,C1(=O)C(C)(C)NC(=O)C(C)(C)N1,4.62
4077325,[Os]12([Os]([Os]1([S](C)CC[P]2(c1ccccc1)c1ccccc1)(C#[O])(C#[O])C#[O])(C#[O])(C#[O])(C#[O])C#[O])(C#[O])(C#[O])C#[O],2.66
2018216,CCOc1cc(C(=O)O)c(cc1C(=O)O)OCC,2.28
4506224,Oc1c(ccc(N)c1)C(=O)[O-].[NH4+],1.54
7202449,C1([NH3+])CCC(CC1)[NH3+].[Cl-].[Cl-],5.48
2206059,O=C(/C=C/c1c(O)cccc1)C,2.54
4026399,C(C)(C)(C)OC(=O)[C@H]1[C@H]([C@@H](CCc2ccccc2)O)O1,4.54
7203243,C(=O)(CCCCCCCCCCCC)O.c1nccnc1.C(=O)(CCCCCCCCCCCC)O,3.18
2104164,C(=O)([C@H](CCC(=O)N)[NH3+])[O-],4.64
7007105,[BH]1234[BH]567[C]891(Br)[BH]1%10%11[BH]%1238[BH]38%10[BH]%10%131[BH]16([BH]625[BH]4%123[C]8%1316Br)[BH]79%11%10,4.34
4024377,O=C(CCCCC)c1ccc(B2OCC(CO2)(C)C)cc1,2.86
4079067,[Fe]12345678([c]9(Br)[c]1([cH]2[cH]3[cH]49)[C@@H]1O[C@@H](CCO1)COC)[cH]1[cH]5[cH]6[cH]7[cH]81,2.79
4068625,[Ru]12345678([c]9(/C=C/C=C/C=C/%10C(=O)N(C(=S)N(C%10=O)CC)CC)[cH]1[cH]2[cH]3[cH]49)[cH]1[cH]5[cH]6[cH]7[cH]81,1.24
4026779,[B]1(F)(F)[n]2c(Br)c(c(c2=C(c2c(c(c(n12)Br)Br)Br)c1ccccc1)Br)Br,1.55
4026906,Brc1ccc(cc1)C(=O)[C@H]1[C@H](c2ccccc2)NC(=O)O1,2.99
4031487,S=C1NN=C(c2ccc(cc2)Cl)N1c1ccc(Cl)cc1,2.79
2208099,OCc1cccc(c1)OCCCCOc1cccc(c1)CO,4.09
2226473,Brc1ncc(cc1)c1nc2n(c1)ccnc2C,2.76
4029912,O=c1oc(cc2O[C@@H]3OCC[C@@H]3Cc12)C.O=c1oc(cc2O[C@H]3OCC[C@H]3Cc12)C,3.34
1504992,O=C1CC(CC[C@H]1[C@H]1C(=O)CC(CC1)(C)C)(C)C.O=C1CC(CC[C@@H]1[C@@H]1C(=O)CC(CC1)(C)C)(C)C,3.75
4024835,SC[C@@H](C(=O)O)NC(=O)c1ccc2ccccc2c1,2.74
7154446,ClC(Cl)C(=O)c1n(ccc1)C,2.95
4022776,O1[C@@H]2CN3[C@@H]([C@@H]2OC1(C)C)[C@H]([C@H](CC3=O)C(=O)OC)C(=O)OC,4.52
7153083,N1(C[C@@H](N2[C@@H](C[C@H]([C@@H]12)C(=O)OC)C(=O)OC(C)(C)C)c1ccccc1)Cc1ccccc1,3.12
7213591,C(=C(\C=O)Br)/O,2.9
4084978,[Ga]1([P](c2ccccc2)(c2c3c4c(ccc13)CCc4cc2)c1ccccc1)(Cl)Cl,2.96
2226595,O=C(OCC)C1=C(N(C(=O)NC1c1ccnc2ccccc12)C)C,2.59
4328436,[CH]1234[CH]567[B]891(I)[BH]1%102[BH]2%113[BH]345[B]45%11([BH]%11%102[BH]291[BH]168[BH]734[BH]5%1121)I,3.91
1503848,O=C(NCc1ccccc1)C(C)C,3.9
4074870,[Pt]1(Cl)(Cl)[P]([C@@]23O[C@@H](C[C@H]2[P]1(c1ccccc1)c1ccccc1)CC3)(c1ccccc1)c1ccccc1,3.24
2204193,o1nc(nc1COc1ccccc1CC(=O)OC)c1ccccc1,3.14
7213703,N(C(=O)c1ccccc1)c1ccccc1,3.36
1506380,Ic1ccc(C(=O)O)cc1,2.77
2000925,N#Cc1ccccc1C(=O)c1ccccc1,2.85
7204795,c1(c(cccc1)C(=O)O)/N=N/c1ccc(cc1)N(C)C.c1(cc(N(=O)=O)cc(N(=O)=O)c1)C(=O)O,0.49700000000000005
7002421,c1c2C(=O)NNC(=O)c2cc2c1C(=O)NNC2=O,2.43
2001949,OC(=O)c1cc(cc(c1C(=O)O)C(=O)O)C(=O)O.O.O,3.37
1507111,FC1(F)[C@H](O)[C@@H](O)[C@@H]2O[C@@]1(N)[C@H](OC(=O)N(CC)CC)C(C)(C)C2.FC1(F)[C@@H](O)[C@H](O)[C@H]2O[C@]1(N)[C@@H](OC(=O)N(CC)CC)C(C)(C)C2,5.07
7152813,Brc1cc(Br)cc2c1OC(=C(C2C(C(=O)OCC)C(=O)OCC)C#N)N,3.12
1505202,Oc1cc(O)cc(O)c1.n1ccc(cc1)C#N.n1ccc(cc1)C#N.n1ccc(cc1)C#N,1.88
7114937,C[N]1(C)[BH2][N]([BH2]1)(C)C,5.85
4101760,[BH]123[BH]456[BH]789[BH]%10%114[BH]4%127[BH]7%13%10[BH]25%11[BH]237[BH]351[BH]84([BH]%12%1323)[C]5([C]69C)C,3.44
2227613,O=C(N/N=C\1C([C@@H](N[C@@H](C1)c1ccccc1)c1ccccc1)(C)C)c1ccncc1.O=C(N/N=C\1C([C@H](N[C@H](C1)c1ccccc1)c1ccccc1)(C)C)c1ccncc1,2.68
2232626,c1cccc2c1c(c[nH]2)/C=C/C(=O)OC,2.76
4505019,[NH3+][C@H]1[C@H](CCCCCC1)C(=O)[O-].[NH3+][C@@H]1[C@@H](CCCCCC1)C(=O)[O-],4.91
7150882,C(C)(C)(C)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CC(C)C)NC(=O)NC,4.62
